Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
5151094272,"18 Apr 2021, 16:24:38",Afternoon Run,Run,,3676,12,192,81,FALSE,,Brooks Ravenna 10 (no.3),activities/5490247511.fit.gz,,,3676,3508,12004.1,6.1,3.422,110.9,243,36.3,66.9,16.4,0,,,92,84,,150,,,657,,,81,,,,,,,,,,,,,0,,1,12190.1,1618761600,2,13.7,13.7,-3.5,0.3,1024,2,2.5,34,0,1618721920,1618772608,0.2,,7886832,0,,0.85,16093,1,367.2,,,,,,,,,,,,,,,,,,,,,,,
5158602945,"20 Apr 2021, 06:51:22",Morning Run,Run,,1514,5.61,194,84,FALSE,,Brooks Ravenna 10 (no.3),activities/5498072715.fit.gz,,,1514,1514,5609.3,4.7,3.705,27.7,144,36.4,53.5,3.2,0,,,92,86,,174,,,377,,,84,,,,,,,,,,,,,0,,1,5628.3,1618898432,2,5.4,5.4,2.5,0.82,1018.8,0.9,1.8,69,0,1618894464,1618945664,0.27,,7886832,0,,0.43,16093,0,338.9,,,,,,,,,,,,,,,,,,,,,,,
5163033978,"20 Apr 2021, 18:00:43",Evening Run,Run,,3889,8.04,216,35,FALSE,,Brooks Ravenna 10 (no.3),activities/5502656274.fit.gz,,,3889,3125,8045.9,5.6,2.575,15.9,99,48.9,62.1,5.9,0,,,114,84,,142,,,444,,,35,,,,,,,,,,,,,0,,1,8063.6,1618941568,2,15.3,15.3,6.4,0.55,1016.5,2.4,3.5,79,0,1618894464,1618945664,0.27,,7886832,0,,0.83,16093,0,341.2,,,,,,,,,,,,,,,,,,,,,,,
5168623734,"21 Apr 2021, 18:28:35",Evening Run,Run,,2709,10,189,102,FALSE,,Brooks Ravenna 10 (no.3),activities/5508447597.fit.gz,,,2709,2667,10005.4,5.2,3.752,63,191,36.2,58.4,5,0,,,92,85,,163,,,591,,,102,,,,,,,,,,,,,0,,1,10073.2,1619027968,2,12.2,12.2,3.6,0.56,1022.5,4.4,5.8,58,0,1618980736,1619032192,0.3,,7886832,0,,0.49,16093,0,374.7,,,,,,,,,,,,,,,,,,,,,,,
5174574618,"22 Apr 2021, 20:14:14",Night Run,Run,,2288,8.04,173,49,FALSE,,Brooks Ravenna 10 (no.3),activities/5514621582.fit.gz,,,2288,2280,8041.3,5.3,3.527,65.1,283,27.5,62.6,5.7,0.1,,,93,84,,149,,,471,,,49,,,,,,,,,,,,,0,,1,8111.7,1619121664,1,7.5,5.3,-1,0.55,1028.2,3.3,8.1,94,0,1619067008,1619118592,0.34,,7886832,0,,0.02,16093,0,342.4,,,,,,,,,,,,,,,,,,,,,,,
5182039555,"24 Apr 2021, 07:00:56",Morning Run,Run,,1102,3.26,185,31,FALSE,,Brooks Ravenna 10 (no.3),activities/5522373670.fit.gz,,,1102,1070,3259,4.1,3.046,63.4,101,49.1,106.6,9.1,1.7,,,90,81,,155,,,225,,,31,,,,,,,,,,,,,0,,1,3451.9,1619247616,1,6.9,4.5,1.8,0.7,1028.9,3.5,9.4,77,0,1619239552,1619291520,0.41,,7886832,0,,0.26,16093,1,309.4,,,,,,,,,,,,,,,,,,,,,,,
5182058828,"24 Apr 2021, 07:36:13",Hampstead to Highgate... This was no doggin' date 😂,Run,,8044,18.16,168,46,FALSE,,Brooks Ravenna 10 (no.3),activities/5522393359.fit.gz,,,8044,7448,18159.9,6.5,2.438,317.8,614,42.9,128.5,14.2,0,,,121,77,,125,,,903,,,46,,,,,,,,,,,0,,0,,1,18827.6,1619247616,1,6.9,4.5,1.8,0.7,1028.9,3.5,9.4,77,0,1619239552,1619291520,0.41,,7886832,0,,0.26,16093,1,309.4,,,,,,,,,,,,,,,,,,,,,,,
5192427474,"25 Apr 2021, 16:12:25",Afternoon Ride,Ride,,7390,20.7,137,11,FALSE,,Black Beauty,activities/5533185990.fit.gz,,,7390,5308,20705.6,10.4,3.901,81.3,582,3.2,49.6,7.4,0,,,64,60,,93,,40,366,,,11,,,,,,,,,,,0,,0,,1,20784.7,1619366400,2,13.3,13.3,0.8,0.42,1027.2,5.6,7.3,67,0,1619325952,1619378048,0.45,3276569,7886832,0,,0.33,16093,2,346.2,,,,,,,,,,,,,,,,,,,,,,,
5199918622,"27 Apr 2021, 07:50:30",Morning Run,Run,,1534,5.43,181,39,FALSE,,Brooks Ravenna 10 (no.3),activities/5540987026.fit.gz,,,1534,1524,5434.1,4.5,3.566,27.3,87,36.4,52.6,3.5,0,,,92,85,,152,,,313,,,39,,,,,,,,,,,,,0,,1,5458,1619506816,2,4.1,3,0.1,0.75,1012.7,1.4,3.1,82,0,1619498496,1619551104,0.53,,7886832,0,,0.6,16093,1,393,,,,,,,,,,,,,,,,,,,,,,,
5203799091,"27 Apr 2021, 18:04:30",Evening Run,Run,,3783,6.95,178,40,FALSE,,Brooks Ravenna 10 (no.3),activities/5545004534.fit.gz,,,3783,1761,6952.6,5.1,3.948,8.6,64,52.8,62.1,3.5,0,,,97,86,,148,,,336,,,40,,,,,,,,,,,,,0,,1,6965,1619546368,3,14.6,14.6,2.7,0.45,1007.5,3.7,6,101,0,1619498496,1619551104,0.53,,7886832,0,,0.89,16093,0,384.8,,,,,,,,,,,,,,,,,,,,,,,
5217640671,"30 Apr 2021, 11:23:03",Lunch Run,Run,,1570,5,185,23,FALSE,,Brooks Ravenna 10 (no.3),activities/5559928640.fit.gz,,,1570,1570,5007.5,4.2,3.189,12.9,36,36.4,49.9,3,0.3,,,90,83,,141,,,278,,,23,,,,,,,,,,,,,0,,1,5041.3,1619780352,2,10.1,10.1,-0.7,0.47,1014.9,2.6,2.7,3,0,1619757312,1619810560,0.64,,7886832,0,,0.47,16093,4,399.7,,,,,,,,,,,,,,,,,,,,,,,
5220000801,"30 Apr 2021, 20:12:05",Night Run,Run,,2639,9.27,179,63,FALSE,,Brooks Ravenna 10 (no.3),activities/5562373678.fit.gz,,,2639,2628,9278,4.9,3.53,41.7,213,36.2,58.4,5,0.1,,,95,84,,152,,,523,,,63,,,,,,,,,,,,,0,,1,9335.3,1619812864,2,7.9,7,0.3,0.58,1014.8,1.8,4.6,89,0,1619757312,1619810560,0.64,,7886832,0,,0.48,16093,0,397.5,,,,,,,,,,,,,,,,,,,,,,,
5225803116,"1 May 2021, 18:28:00",Evening Run,Run,,2529,9,179,41,FALSE,,Brooks Ravenna 10 (no.3),activities/5568405809.fit.gz,,,2529,2529,9007.1,5.6,3.562,66.6,263,28,62.6,5.7,0,,,91,84,,145,,,472,,,41,,,,,,,,,,,,,0,,1,9082.6,1619891968,3,10.1,10.1,2.4,0.59,1015.6,2.6,6.3,46,0,1619843584,1619897088,0.68,,7886832,0,,0.89,14798,0,406.1,,,,,,,,,,,,,,,,,,,,,,,
5228607238,"2 May 2021, 08:04:40",Morning Run,Run,,4657,16.11,178,91,FALSE,,Brooks Ravenna 10 (no.3),activities/5571336087.fit.gz,,,4657,4657,16110.5,7.5,3.459,73.8,527,11.3,39.2,9.9,0,,,93,84,,149,,,863,,,91,,,,,,,,,,,,,0,,1,16180.7,1619942400,1,7.1,7.1,2.8,0.74,1020.2,1,4.4,311,0,1619929856,1619983616,0.72,,7886832,0,,0.27,16093,2,396.7,,,,,,,,,,,,,,,,,,,,,,,
5235867418,"3 May 2021, 10:37:36",Lunch Ride to pub w Nando 🍻,Ride,,14220,6.58,101,2,FALSE,,Black Beauty,activities/5578907442.fit.gz,,,14220,1662,6579.9,8.3,3.959,16.2,228,2.5,27.6,4.2,-0.3,,,63,60,,77,,37,77,,,2,,,,,,,,,,,0,,0,,1,6555.2,1620035968,3,11.5,11.5,2.7,0.54,1016.3,5.8,8.8,220,0,1620016128,1620070144,0.75,3276569,,0,,0.98,16093,3,386.3,,,,,,,,,,,,,,,,,,,,,,,
5245403992,"5 May 2021, 06:40:31",Morning Run,Run,,1577,5.51,154,16,FALSE,,Brooks Ravenna 10 (no.3),activities/5588790708.fit.gz,,,1577,1577,5511.5,4.3,3.495,26.8,64,36.4,53.1,3.2,0,,,91,85,,140,,,293,,,16,,,,,,,,,,,,,0,,1,5528.4,1620194432,2,4.7,2,1.3,0.78,1006.4,3.2,5.5,282,0,1620188800,1620243072,0.82,,7886832,0,,0.55,16093,0,407.3,,,,,,,,,,,,,,,,,,,,,,,
5253740316,"6 May 2021, 21:28:49",Night Run,Run,,1658,5.58,177,35,FALSE,,Brooks Ravenna 10 (no.3),activities/5597463304.fit.gz,,,1658,1658,5585.7,4.9,3.369,26.8,130,36.4,53.4,3.2,0,,,117,81,,147,,,321,,,35,,,,,,,,,,,,,0,,1,5603.4,1620334848,1,6.9,4.8,-0.4,0.6,1009.3,3,6.8,287,0,1620275072,1620329600,0.85,,7886832,0,,0.11,16093,0,413,,,,,,,,,,,,,,,,,,,,,,,
5263917810,"8 May 2021, 18:22:12",Evening Run,Run,,2707,10.01,187,84,FALSE,,Brooks Ravenna 10 (no.3),activities/5608145396.fit.gz,,,2707,2646,10012.3,11.3,3.784,72.7,707,36.2,59.1,12.8,0,,,92,85,,158,,,560,,,84,,,,,,,,,,,,,0,,1,10109.6,1620496768,3,15.4,15.4,11,0.75,1001.1,6.8,15.7,212,0,1620447616,1620502656,0.91,,7886832,0,,0.96,16093,0,330.6,,,,,,,,,,,,,,,,,,,,,,,
5269034850,"9 May 2021, 13:33:48",Afternoon Run,Run,,4957,17.37,182,155,FALSE,,Brooks Ravenna 10 (no.3),activities/5613513983.fit.gz,,,4957,4675,17378.7,8.4,3.717,54,561,12.7,58.4,6.4,-0.2,,,122,86,,160,,,1071,,,155,,,,,,,,,,,,,0,,1,17385.4,1620565248,3,19.3,19.3,11.6,0.61,997,6.2,11.4,205,0,1620533888,1620589056,0.94,,7886832,0,,0.96,16093,4,329.5,,,,,,,,,,,,,,,,,,,,,,,
5275319827,"10 May 2021, 20:10:19",Night Run,Run,,2916,10,181,58,FALSE,,Brooks Ravenna 10 (no.3),activities/5620122774.fit.gz,,,2916,2897,10002,5,3.453,65.2,151,36.2,58.4,6.2,0,,,89,83,,148,,,574,,,58,,,,,,,,,,,,,0,,1,10061.8,1620676864,2,12.6,12.6,4.8,0.59,1004.8,4.2,10.4,200,0,1620620160,1620675584,0.97,,7886832,0,,0.49,16093,0,358.5,,,,,,,,,,,,,,,,,,,,,,,
5280681906,"11 May 2021, 18:00:36",Evening Run,Run,,4402,8.81,213,45,FALSE,,Brooks Ravenna 10 (no.3),activities/5625739563.fit.gz,,,4402,3400,8813.1,6.1,2.592,16,200,49,62.1,5.6,0,,,122,85,,147,,,531,,,45,,,,,,,,,,,,,0,,1,8835.1,1620755968,3,14.3,14.3,3.6,0.49,1006.8,5.5,7.9,195,0,1620706560,1620762112,0,,7886832,0,,0.91,16093,0,406.6,,,,,,,,,,,,,,,,,,,,,,,
5286229493,"12 May 2021, 19:10:05",Evening Run,Run,,1621,5.72,177,40,FALSE,,Brooks Ravenna 10 (no.3),activities/5631527108.fit.gz,,,1621,1608,5723.6,5.7,3.559,42.3,155,45,76.4,4.9,0,,,90,84,,152,,,362,,,40,,,,,,,,,,,,,0,,1,5768,1620845952,3,14,14,3.3,0.48,1008.1,2.5,4.6,161,0,1620792832,1620848640,0.03,,7886832,0,,0.95,16093,0,381.2,,,,,,,,,,,,,,,,,,,,,,,
5288815412,"13 May 2021, 09:14:16",Morning Run,Run,,3347,11.79,170,86,FALSE,,Brooks Ravenna 10 (no.3),activities/5634249344.fit.gz,,,3347,3219,11794.7,9.4,3.664,30.7,464,16.3,58.4,5.6,-0.3,,,95,86,,153,,,714,,,86,,,,,,,,,,,,,0,,1,11771,1620896384,5,11.4,11.4,8.8,0.84,1005.9,3.7,5.4,98,0.1,1620879232,1620935040,0.06,,7886832,1,5,0.99,16093,2,371,,,,,,,,,,,,,,,,,,,,,,,
5300191263,"15 May 2021, 09:59:23",The dogs bollox (Tim's) 🤣,Run,,4544,13.49,194,73,FALSE,,Brooks Ravenna 10 (no.3),activities/5646157738.fit.gz,,,4544,3975,13493.2,9.5,3.395,103.2,625,25.3,65.9,15.3,0,,,100,83,,139,,,663,,,73,,,,,,,,,,,0,,0,,1,13658,1621069184,3,9.2,7.5,8,0.92,1002,3.2,5.6,153,0,1621051776,1621108096,0.12,,7886832,0,,0.96,16093,2,395.6,,,,,,,,,,,,,,,,,,,,,,,
5316009545,"17 May 2021, 18:37:19",Evening Run,Run,,1830,5.02,182,30,FALSE,,Brooks Ravenna 10 (no.3),activities/5662646267.fit.gz,,,1830,1567,5026.7,5.7,3.208,27.5,225,46,67.1,9.3,0,,,91,81,,145,,,321,,,30,,,,,,,,,,,,,0,,1,5067.1,1621274368,5,12.3,12.3,9.1,0.81,1008.3,3.2,7,305,0.1,1621224448,1621281024,0.19,,7886832,1,5,0.96,9933,0,382.5,,,,,,,,,,,,,,,,,,,,,,,
5319722146,"18 May 2021, 18:02:30",Evening Run,Run,,4211,7.71,183,37,FALSE,,Brooks Ravenna 10 (no.3),activities/5666482446.fit.gz,,,4211,2438,7712.4,5.4,3.163,16.2,241,48.9,62.1,4.1,0,,,100,87,,145,,,415,,,37,,,,,,,,,,,,,0,,1,7733,1621360768,3,12.3,12.3,8.8,0.79,1013.3,3.6,8.3,250,0.1,1621310720,1621367552,0.22,,7886832,0.13,5,0.89,15381,0,400.2,,,,,,,,,,,,,,,,,,,,,,,
5331139299,"20 May 2021, 20:54:14",Night Run,Run,,2782,10.18,180,39,FALSE,,Brooks Ravenna 10 (no.3),activities/5678313029.fit.gz,,,2782,2782,10180.7,4.8,3.659,46.7,170,36.3,53.3,3.3,0,,,91,85,,132,,,463,,,39,,,,,,,,,,,,,0,,1,10217.8,1621540864,5,12.2,12.2,7.3,0.72,1005.5,8.4,15.3,213,0.1,1621483392,1621540480,0.29,,7886832,1,5,0.66,16093,0,368.2,,,,,,,,,,,,,,,,,,,,,,,
5335677598,"21 May 2021, 20:22:42",Wet wet wet,Run,,2876,10.51,177,24,FALSE,,Brooks Ravenna 10 (no.3),activities/5683053752.fit.gz,,,2876,2850,10509.4,9.8,3.688,73.1,319,38.4,61.6,6.6,0,,,92,85,,120,,,371,,,24,,,,,,,,,,,0,,0,,1,10598.7,1621627136,5,10.2,10.2,7.7,0.84,995.8,7.8,14.9,228,0.2,1621569664,1621627008,0.32,,7886832,1,5,0.99,16093,0,368,,,,,,,,,,,,,,,,,,,,,,,
5343532756,"23 May 2021, 07:42:21",Morning Run,Run,,7026,21.57,218,245,FALSE,,Brooks Ravenna 10 (no.3),activities/5691281479.fit.gz,,,7026,6567,21573,9.8,3.285,90,585,10.8,62.6,6,-0.1,,,93,84,,163,,,1442,,,245,,,,,,,,,,,,,0,,1,21626.7,1621753216,3,8.1,5.9,5.6,0.84,1011.2,3.5,9.4,215,0,1621742336,1621799936,0.4,,7886832,0,,0.9,16093,1,352.1,,,,,,,,,,,,,,,,,,,,,,,
5352541466,"24 May 2021, 20:01:17",Night Run,Run,,2919,9.88,176,42,FALSE,,Brooks Ravenna 10 (no.3),activities/5700683999.fit.gz,,,2919,2800,9886.4,5.1,3.531,63.5,221,36.2,61.5,5.2,0,,,91,84,,144,,,534,,,42,,,,,,,,,,,,,0,,1,9942.6,1621886464,3,9.5,7.2,6.3,0.81,1005.9,4.6,10.6,332,0,1621828736,1621886464,0.44,,7886832,0,,0.95,16093,0,427.1,,,,,,,,,,,,,,,,,,,,,,,
5358117602,"25 May 2021, 18:34:15",Evening Run,Run,,2064,5.5,211,31,FALSE,,Brooks Ravenna 10 (no.3),activities/5706469518.fit.gz,,,2064,1442,5503.9,4.9,3.817,0,92,53.5,53.7,0.8,0,,,96,87,,148,,,273,,,31,,,,,,,,,,,,,0,,1,5504.5,1621965568,2,13,13,7.7,0.7,1015,4.4,7,269,0,1621915008,1621972864,0.48,,7886832,0,,0.79,16093,0,395.7,,,,,,,,,,,,,,,,,,,,,,,
5363366561,"26 May 2021, 19:51:57",Evening Run,Run,,2572,8.64,177,51,FALSE,,Brooks Ravenna 10 (no.3),activities/5711933695.fit.gz,,,2572,2533,8648.7,5.2,3.414,58.4,214,36.2,57.8,5.6,0.1,,,108,81,,145,,,480,,,51,,,,,,,,,,,,,0,,1,8714.2,1622055552,2,13.2,13.2,7.5,0.68,1015.6,2.4,4.8,330,0,1622001408,1622059392,0.51,,7886832,0,,0.79,16093,0,402.2,,,,,,,,,,,,,,,,,,,,,,,
5368666651,"27 May 2021, 19:10:28",Evening Run,Run,,4353,11.01,188,48,FALSE,,Brooks Ravenna 10 (no.3),activities/5717434901.fit.gz,,,4353,3212,11011.1,5.3,3.428,71.8,233,36.2,59,5.6,0,,,91,84,,139,,,524,,,48,,,,,,,,,,,,,0,,1,11104.6,1622141952,2,17.1,17.1,8.1,0.55,1020.7,1.8,2.7,234,0,1622087680,1622145792,0.55,,7886832,0,,0.67,16093,0,345.1,,,,,,,,,,,,,,,,,,,,,,,
5373728644,"28 May 2021, 19:17:54",Evening Run,Run,,4919,14.31,165,22,FALSE,,Brooks Ravenna 10 (no.3),activities/5722712121.fit.gz,,,4919,4109,14311.8,6,3.483,81.1,362,23.9,62.1,8,0,,,114,85,,113,,,485,,,22,,,,,,,,,,,,,0,,1,14385.9,1622228352,3,16.5,16.5,7.8,0.56,1023,1.9,2.2,82,0,1622174080,1622232320,0.59,,7886832,0,,0.94,16093,0,347.4,,,,,,,,,,,,,,,,,,,,,,,
5378586311,"29 May 2021, 11:30:21",Lunch Run,Run,,9842,12.96,189,57,FALSE,,Brooks Ravenna 10 (no.3),activities/5727777291.fit.gz,,,9842,5560,12963.5,6.9,2.332,67.8,492,14.4,63.2,25.2,-0.2,,,119,81,,135,,,727,,,57,,,,,,,,,,,,,0,,1,13023.1,1622285952,2,18.3,18.3,9.2,0.56,1026.8,2.6,4,54,0,1622260352,1622318848,0.63,,7886832,0,,0.79,16093,4,350.8,,,,,,,,,,,,,,,,,,,,,,,
5381778629,"30 May 2021, 07:42:22",Morning Run,Run,,7296,18.51,171,45,FALSE,,Brooks Ravenna 10 (no.3),activities/5731119852.fit.gz,,,7296,6743,18513.5,5.5,2.746,232.2,558,36.6,134.6,18,0,,,88,81,,127,,,862,,,45,,,,,,,,,,,,,0,,1,18948.5,1622358016,1,11,11,5.7,0.7,1029.3,2.7,4.2,63,0,1622346752,1622405248,0.67,,7886832,0,,0.3,16093,1,348.5,,,,,,,,,,,,,,,,,,,,,,,
5390980966,"31 May 2021, 19:06:00",Evening Run,Run,,2495,9.04,174,49,FALSE,,Brooks Ravenna 10 (no.3),activities/5740726658.fit.gz,,,2495,2470,9043.9,6.2,3.661,56.1,233,36.2,59.4,11.6,0,,,92,86,,145,,,499,,,49,,,,,,,,,,,,,0,,1,9105,1622487552,1,19.6,19.6,10.1,0.54,1018.9,4,5.9,91,0,1622433024,1622491776,0.7,,7886832,0,,0.03,16093,0,343,,,,,,,,,,,,,,,,,,,,,,,
5392913318,"1 Jun 2021, 07:09:21",Morning Run,Run,,1522,5.1,160,19,FALSE,,Brooks Ravenna 10 (no.3),activities/5742746007.fit.gz,,,1522,1516,5100.6,4.4,3.365,31.7,110,46,67.1,5.7,-0.1,,,92,86,,141,,,298,,,19,,,,,,,,,,,,,0,,1,5122.1,1622530816,1,15.7,15.7,11.5,0.76,1016.5,2.7,5.3,87,0,1622519424,1622578176,0.73,,7886832,0,,0.11,16093,2,333.5,,,,,,,,,,,,,,,,,,,,,,,
5396796995,"1 Jun 2021, 18:02:13",Evening Run,Run,,4971,7.68,181,36,FALSE,,Brooks Ravenna 10 (no.3),activities/5746784580.fit.gz,,,4971,2569,7683.8,5.3,2.991,12.9,159,48.9,62.1,7,0,,,97,85,,145,,,418,,,36,,,,,,,,,,,,,0,,1,7704,1622570368,1,22.5,22.5,8,0.39,1013.9,5,8.2,89,0,1622519424,1622578176,0.73,,7886832,0,,0.06,16093,1,330.1,,,,,,,,,,,,,,,,,,,,,,,
5402762523,"2 Jun 2021, 18:40:49",Chillin' and a grillin',Run,,3444,12.01,178,61,FALSE,,Brooks Ravenna 10 (no.3),activities/5752980136.fit.gz,,,3444,3319,12012.7,5.6,3.619,58.7,185,36.2,58.4,5.3,0,,,93,85,,145,,,635,,,61,,,,,,,,,,,0,,0,,1,12082.8,1622656768,2,23.5,23.5,14,0.55,1012.6,3.4,6.3,148,0,1622605696,1622664704,0.77,,7886832,0,,0.8,16093,1,327.4,,,,,,,,,,,,,,,,,,,,,,,
5407272087,"3 Jun 2021, 11:30:18",Lunch Ride,Ride,,17264,31.58,143,18,FALSE,,Black Beauty,activities/5757700689.fit.gz,,,17264,7222,31585.1,10.5,4.373,155.8,657,3,61.6,28.8,0,,,79,59,,98,,54,634,,,18,,,,,,,,,,,0,,0,,1,31732.5,1622717952,2,21.3,21.3,12.9,0.59,1018.3,3.5,4.7,231,0,1622692096,1622751104,0.8,3276569,7886832,0,,0.52,16093,5,341.3,,,,,,,,,,,,,,,,,,,,,,,
5408417392,"3 Jun 2021, 17:04:07",Evening Run,Run,Nando run,1506,4.51,143,6,FALSE,,Brooks Ravenna 10 (no.3),activities/5758893206.fit.gz,,,1506,1466,4510.2,4.3,3.077,26.1,110,46,58.4,5.3,0,,,86,82,,121,,,224,,,6,,,,,,,,,,,0,,0,,1,4538.3,1622739584,2,23.5,23.5,11.8,0.48,1018.7,3.7,3.7,247,0,1622692096,1622751104,0.8,,7886832,0,,0.71,16093,1,334.1,,,,,,,,,,,,,,,,,,,,,,,
5413096034,"4 Jun 2021, 15:52:19",Afternoon Run,Run,,4704,15.01,180,44,FALSE,,Brooks Ravenna 10 (no.3),activities/5763801462.fit.gz,,,4704,4638,15011.6,5,3.237,92.8,311,29,58.4,5,0,,,122,82,,134,,,705,,,44,,,,,,,,,,,,,0,,1,15113.6,1622818816,5,15.3,15.3,12.5,0.83,1023,2.9,4.6,341,0.8,1622778496,1622837632,0.83,,7886832,1,5,0.86,16093,3,349.5,,,,,,,,,,,,,,,,,,,,,,,
5424108300,"6 Jun 2021, 07:41:17",Morning Run,Run,,7452,20.16,176,44,FALSE,,Brooks Ravenna 10 (no.3),activities/5775342179.fit.gz,,,7452,6832,20162.9,5.2,2.951,82.5,754,10.9,62.6,10.2,-0.1,,,118,83,,128,,,871,,,44,,,,,,,,,,,,,0,,1,20233.1,1622962816,2,15.5,15.5,13.8,0.9,1024.8,1.8,2.5,245,0,1622951168,1623010560,0.89,,7886832,0,,0.66,16093,1,333.1,,,,,,,,,,,,,,,,,,,,,,,
5431359798,"7 Jun 2021, 19:30:49",Evening Run,Run,,2693,9.05,181,36,FALSE,,Brooks Ravenna 10 (no.3),activities/5782922846.fit.gz,,,2693,2693,9054.7,4.7,3.362,72.9,173,36.3,58,8.5,0,,,89,83,,143,,,486,,,36,,,,,,,,,,,,,0,,1,9150.6,1623092352,3,20.5,20.5,14.3,0.68,1022.9,2.6,4.6,244,0,1623037568,1623096960,0.92,,7886832,0,,0.88,16093,0,335.8,,,,,,,,,,,,,,,,,,,,,,,
5437242499,"8 Jun 2021, 18:03:39",Evening Run,Run,,3528,7.22,176,24,FALSE,,Brooks Ravenna 10 (no.3),activities/5789050246.fit.gz,,,3528,2072,7221.1,5.3,3.485,16.5,115,48.9,62.1,5.8,0,,,99,86,,139,,,361,,,24,,,,,,,,,,,,,0,,1,7244.3,1623175168,2,23,23,9.8,0.43,1022,2.7,2.9,256,0,1623123968,1623183360,0.95,,7886832,0,,0.59,16093,1,342.9,,,,,,,,,,,,,,,,,,,,,,,
5440318490,"9 Jun 2021, 11:03:12",Lunch Ride,Ride,,2805,11.65,134,7,TRUE,,Black Beauty,activities/5792263829.fit.gz,,,2805,2525,11657.9,13,4.617,45.6,200,14.4,58.4,11.1,-0.3,,,64,60,,104,,63,258,,,7,,,,,,,,,,,0,,1,,1,11650.9,1623236352,1,21.5,21.5,6.2,0.37,1022,3.5,4.5,235,0,1623210240,1623269888,0.98,3276569,7886832,0,,0.23,16093,7,327.3,,,,0,,,,,,,,,,,,,,,,,,,
5443502303,"9 Jun 2021, 15:54:04",Afternoon Ride,Ride,,25042,18.61,141,13,FALSE,,Black Beauty,activities/5795572283.fit.gz,,,25042,3565,18612.7,13.4,5.221,95,337,3.8,58.4,22.9,0.2,,,71,59,,109,,78,412,,,13,,,,,,,,,,,0,,0,,1,18759,1623250816,2,25.4,25.4,7.1,0.31,1020.8,4.1,4.6,251,0,1623210240,1623269760,0.98,3276569,7886832,0,,0.34,16093,4,328.4,,,,0,,,,,,,,,,,,,,,,,,,
5446186040,"10 Jun 2021, 12:38:07",Afternoon Run,Run,,1531,5.62,174,38,FALSE,,Brooks Ravenna 10 (no.3),activities/5798375613.fit.gz,,,1531,1524,5625.9,5.2,3.692,27.4,80,36.4,53.2,3.2,0,,,91,85,,152,,,346,,,38,,,,,,,,,,,,,0,,1,5651.6,1623326464,2,23,23,14,0.57,1020.3,4.2,4.3,242,0,1623296640,1623356288,0.01,,7886832,0,,0.78,16093,5,327.6,,,,,,,,,,,,,,,,,,,,,,,
5450683097,"11 Jun 2021, 09:02:45",Morning Run,Run,,2066,6.85,161,28,FALSE,,Brooks Ravenna 10 (no.3),activities/5803064208.fit.gz,,,2066,2021,6856.7,4.6,3.393,84.6,198,47.3,134.3,13.7,-0.2,,,91,84,,141,,,405,,,28,,,,,,,,,,,,,0,,1,6978.2,1623401984,2,20.7,20.7,15.7,0.73,1020.3,4.1,6.1,249,0,1623383040,1623442688,0.04,,7886832,0,,0.81,16093,3,314.5,,,,,,,,,,,,,,,,,,,,,,,
5458593728,"12 Jun 2021, 13:05:59",Afternoon Ride,Ride,,16694,30.53,144,17,FALSE,,Black Beauty,activities/5811303416.fit.gz,,,16694,7678,30532.9,11.1,3.977,168.2,706,2.3,62.6,49,0,,,64,59,,95,,47,647,,,17,,,,,,,,,,,0,,0,,1,30765.7,1623502848,2,23.1,23.1,13.2,0.54,1024,2.8,3.1,320,0,1623469440,1623529216,0.07,3276569,,0,,0.45,16093,6,322.7,,,,,,,,,,,,,,,,,,,,,,,
